txn_ref,recorded_at,internal_state,discount_label,internal_revenue
39e2dda9981009fe01d48aa9,2024-05-30 04:09:12.124000,COMPLETE,,5.22537578
dcd579250a4ce5232dcd3a84,2024-05-30 05:13:02.364000,COMPLETE,,5.5582213
7f47f31f547396e515421ba3,2024-05-30 19:23:04.547000,COMPLETE,,13.78141956
b0807d8294a97ed8d6144c8c,2024-05-18 13:27:22.322000,COMPLETE,,23.06440967
ce24fe97c800ffb197ba6022,2024-05-19 00:23:21.602000,COMPLETE,,22.65475007
b5774fc319673b964ba45400,2024-05-19 18:36:02.191000,COMPLETE,,2.50653472
eccd1f614bc1fa115d0ee6b9,2024-05-20 04:33:20.641000,COMPLETE,,5.69951942
e2dd3908f3c8033e1e95e13f,2024-05-20 05:52:40.526000,COMPLETE,,5.27360458
f600dd7892149442f8a42268,2024-05-20 17:10:33.041000,COMPLETE,,5.53873565
76baf9a57334de87b3e83d4b,2024-05-21 07:04:11.751000,COMPLETE,,23.42476411
fabcfbe07eca10fe9699824d,2024-05-21 23:16:19.454000,COMPLETE,,23.05875241
de7c7fecfbc7055060c190fe,2024-05-22 01:45:06.923000,COMPLETE,,2.49815744
e6d456f50dfba9622c79d193,2024-05-22 12:01:00.398000,COMPLETE,,5.64794047
4335591a4eab76973d8d9967,2024-05-23 14:50:38.897000,COMPLETE,,2.48096092
cf2696ae3d8d60cfc4445022,2024-05-23 14:51:25.437000,COMPLETE,,5.61067052
06680dd36bce3dd4012f7e8d,2024-05-24 07:24:57.573000,COMPLETE,,5.62209904
268896967c02414b1652299b,2024-05-24 18:26:15.994000,COMPLETE,,3.71984766
78951fae92b18441814d2592,2024-05-24 18:50:17.953000,COMPLETE,,3.66958074
4f071d6501c7f08ae4acc085,2024-05-24 19:40:44.576000,COMPLETE,,2.48096707
75a296d9febd68f283adc240,2024-05-25 13:54:49.068000,COMPLETE,,5.56131818
411da765db29e78799256187,2024-05-25 20:12:32.420000,COMPLETE,,5.53062045
2e9979ec574b5f2db86fa11d,2024-05-25 20:18:47.165000,COMPLETE,,23.29939776
d9c22cfd310faf2abb5da859,2024-05-25 23:02:14.904000,COMPLETE,,2.4666277
42778e63b00faa6fca618f16,2024-05-26 01:09:15.527000,COMPLETE,,5.59611901
89289de23138207ced07b59e,2024-05-27 01:38:43.041000,COMPLETE,,2.48455488
0f954b69964ef4b15b2f0110,2024-05-27 04:52:04.018000,COMPLETE,,5.21744953
a3abee03366f2f4e3774b2f1,2024-05-27 19:42:39.103000,COMPLETE,,5.21283957
400542aa3b508765883168ca,2024-05-28 13:54:43.664000,COMPLETE,,5.66382179
85432c43331f1cc0bf378c31,2024-05-28 14:31:29.030000,COMPLETE,,9.25750114
cc14da23e566c0faf58cf862,2024-05-29 00:39:42.393000,COMPLETE,,2.4923316
0cffd6cbd923fd89d7567b20,2024-05-29 14:47:44.410000,COMPLETE,,5.12280598
bbf32df39edd307f61ad1461,2024-05-29 17:40:48.043000,COMPLETE,,5.54468917
d8acbb46352b3a8413d9f3e2,2024-05-30 01:20:31.709000,COMPLETE,,5.22205266
99b914f65ffa067d59c8b45b,2024-05-30 01:26:41.809000,COMPLETE,,5.17682129
3b2c94b33dda39e82891aff7,2024-05-30 05:59:29.494000,COMPLETE,,2.48616328
a612510b4fe32715eb8153d0,2024-05-30 05:59:29.494000,COMPLETE,,5.22225142
e388c00d4f4b06c995900498,2024-05-30 09:27:28.681000,COMPLETE,,22.29741919
9ffe1b22b2823f7f469360da,2024-05-30 20:55:58.210000,COMPLETE,,12.94858175
3002c558ad76da28b78145a3,2024-05-30 21:06:05.546000,COMPLETE,,5.2257599
5f92272a6d0eebb9134e4e4f,2024-05-31 17:44:04.396000,COMPLETE,,17.25884449
cc4291df4f39e5dfd19e0d5f,2024-05-16 00:59:51.267000,COMPLETE,,10.88283377
0526cf7bf62234b925216983,2024-05-18 20:50:53.024000,COMPLETE,,13.76537787
89532a0af87d3fae11a80b1d,2024-05-19 19:56:53.714000,COMPLETE,,39.42216623
d5da399a968ae93dfdf792e4,2024-05-20 06:36:22.899000,COMPLETE,,5.27644567
3d01ed08ce18e2823864ea82,2024-05-20 07:45:53.108000,COMPLETE,,5.61707138
808deb03466755c8cb911811,2024-05-22 04:39:52.296000,COMPLETE,,5.64451116
3aa205c5a14398943f0e99d6,2024-05-22 10:09:43.798000,COMPLETE,,5.63134134
2424f40a4ebf10290a32da48,2024-05-23 06:41:05.823000,COMPLETE,,4.78713566
e58712c581d51992c1594b58,2024-05-23 08:26:06.789000,COMPLETE,,5.6114278
03947facca9a499bf118dcbf,2024-05-23 14:22:29.669000,COMPLETE,,5.61516067
0278b495192df0ded9e74ff1,2024-05-24 16:04:30.644000,COMPLETE,,2.48096707
aad5d6982409a9cfc265f33a,2024-05-24 17:40:55.058000,COMPLETE,,8.39265842
6131ad8033ebfe4f0c7ded32,2024-05-25 06:50:50.181000,COMPLETE,,6.76130226
b1bf927d1578be99048f2303,2024-05-25 15:43:28.835000,COMPLETE,,8.42651371
35b2236a9dff5b2c95b9603e,2024-05-26 06:19:35.135000,COMPLETE,,6.35410537
97c7bd3aaf5b979df0e5e6bb,2024-05-27 18:30:58.672000,COMPLETE,,6.9395058
5da01cffb23634b06c5f8173,2024-05-27 20:26:09.870000,COMPLETE,,13.15717469
be25e076acbd2bf5c568c80b,2024-05-27 23:16:23.371000,COMPLETE,,30.43414869
5d1be613cf229fc0a974d43c,2024-05-28 14:30:39.746000,COMPLETE,,9.25750114
eba4ad586a993fd9469cce8d,2024-05-28 17:47:42.022000,COMPLETE,,5.63349926
118a8a506266b0e3a564784b,2024-05-28 18:30:27.939000,COMPLETE,,5.64314936
a65d41d83686f728ce8ae7cd,2024-05-28 21:50:50.163000,COMPLETE,,5.23646189
3d1cbffa0602c9f0f8331109,2024-05-29 11:10:06.213000,COMPLETE,,3.70237896
b37ccaca690ced0f873da2da,2024-05-29 12:18:33.222000,COMPLETE,,3.70465124
ed2e348da565428082b342c1,2024-05-29 13:23:56.152000,COMPLETE,,3.70223627
f05a3ab70ba58965b97946c9,2024-05-29 17:53:44.726000,COMPLETE,,5.11966759
b4127fded78cb41f9afac6c1,2024-05-29 23:56:50.724000,COMPLETE,,5.46300773
1477944af1b787345cc656f4,2024-05-30 03:59:49.025000,COMPLETE,,5.58174327
4a3a290ccfe8a8c994f253e3,2024-05-30 05:23:34.308000,COMPLETE,,3.29872637
7a487fddddc8d73e1d2a1b7b,2024-05-30 13:21:14.040000,COMPLETE,,5.26180355
5f28efee1564d41a0a35464d,2024-05-18 23:14:22.495000,COMPLETE,,24.28508276
3be651fff7f542275cde52a0,2024-05-19 02:01:14.977000,COMPLETE,,3.30157288
c17d3b8b73213b549cfcde52,2024-05-19 13:34:26.567000,COMPLETE,,9.20997174
87960d6c9bf68c029d784cbb,2024-05-19 19:06:32.954000,COMPLETE,,5.26929987
55df3ef24cd59087b04acca6,2024-05-19 22:35:55.956000,COMPLETE,,42.67994902
9944c65818bc8d0c6286b912,2024-05-20 04:21:27.285000,COMPLETE,,5.69951942
3efc41dd3d6676edd23cd97f,2024-05-20 13:57:59.745000,COMPLETE,,5.61084395
b5cd6a2c9ab028d244408112,2024-05-20 16:03:31.613000,COMPLETE,,5.26713331
12c13bd8997ddc2292235a64,2024-05-21 20:20:01.558000,COMPLETE,,2.49832459
bfbf8a2575780589148eede1,2024-05-21 22:35:03.242000,COMPLETE,,5.64291036
80d30766ac8fab0bc014a0b7,2024-05-22 09:57:08.686000,COMPLETE,,5.63134134
66845d5b7003bc2aff0baa2b,2024-05-22 19:19:59.363000,COMPLETE,,5.62146858
69bc80ae4583c3f6fe1fa428,2024-05-06 22:32:01.364000,COMPLETE,,40.07900529
1c07d8591afb1fd1719bf8ff,2024-05-16 07:48:58.892000,COMPLETE,,16.79780468
7e6a5be72bc79decdf410537,2024-05-18 15:16:10.993000,COMPLETE,,6.38932728
7bdddeb4d89647119a7965e7,2024-05-18 16:53:46.756000,COMPLETE,,8.75392759
a4d9c1b5d5154154101ddbe0,2024-05-19 01:14:57.717000,COMPLETE,,2.85810476
4c104113ab732a918f4499a5,2024-05-19 17:21:29.933000,COMPLETE,,38.81267858
6efd44d4e4f4c3f710b727c7,2024-05-19 18:44:21.237000,COMPLETE,,22.72303633
b54b3f17d78e09d43922df61,2024-05-20 02:34:10.782000,COMPLETE,,13.89583933
4c6cba7187e17762d8304e20,2024-05-20 09:25:36.297000,COMPLETE,,5.27336404
1ad2a092a199236f702414ee,2024-05-20 14:58:26.031000,COMPLETE,,5.61299253
02fb9f842bacad917fffa91c,2024-05-21 04:55:32.475000,COMPLETE,,13.96348582
bf5fc1a45cd012fa97a5345a,2024-05-22 03:00:48.809000,COMPLETE,,23.11747289
933cc39798654a9749ce4f2b,2024-05-22 06:45:54.489000,COMPLETE,,5.64659668
8c8a2098a372b273f9ca0f65,2024-05-22 14:41:31.143000,COMPLETE,,6.75701385
537821444a6597f85c1f8fe8,2024-05-22 15:46:32.419000,COMPLETE,,5.62792714
2de8663c12122fb6d6511004,2024-05-24 01:36:30.936000,COMPLETE,,5.61129837
b25609555d03b9b489e35012,2024-05-24 10:59:37.466000,COMPLETE,,23.14314564
eff98876406615813ca1faae,2024-05-24 17:00:48.291000,COMPLETE,,22.98615063
0ed813d8d683cdf161116ae7,2024-05-24 17:24:30.464000,COMPLETE,,6.65693669
f356a21d443215656fad391b,2024-05-24 18:49:11.352000,COMPLETE,,22.98615063
cf9ef34348f3d552cd95fe28,2024-05-25 08:59:42.214000,COMPLETE,,12.89925321
af8dbb742fae3bc537121b1c,2024-05-25 17:00:32.821000,COMPLETE,,6.80049839
36e33946f38df09731c0cc9f,2024-05-27 01:03:37.030000,COMPLETE,,5.21194781
0f999fab3ee079d66fd60b13,2024-05-27 02:49:56.006000,COMPLETE,,5.21895287
c6fbae5b7ecccc0d65eb5845,2024-05-27 06:47:38.322000,COMPLETE,,2.48261801
ae14461cc5b30ab057d78150,2024-05-27 18:36:18.835000,COMPLETE,,5.85376404
a927d9dd0a970bb8ea469c9b,2024-05-28 03:08:45.801000,COMPLETE,,3.36690968
e0ebff931d35ea5368324581,2024-05-28 07:13:23.822000,COMPLETE,,5.20812912
be725bc80d35b0d374d66011,2024-05-28 22:44:02.751000,COMPLETE,,5.46785236
f758874c0f64cc66679f5147,2024-05-29 22:49:08.060000,COMPLETE,,5.57291787
5f18c2c6a8deae014f0c7001,2024-05-30 02:31:55.183000,COMPLETE,,5.63932881
9e70b3034aa622fd70453ca4,2024-05-30 15:32:47.815000,COMPLETE,,5.56415011
6a175c5fb24cb68c12d1ca35,2024-05-30 19:11:28.812000,COMPLETE,,5.60234555
513e6fb636b6b8dcf4650158,2024-05-29 08:55:56.968000,COMPLETE,,5.26659115
2f8dbb963251392d8d18caf0,2024-05-15 20:49:58.425000,COMPLETE,,11.10292668
a18bd9ebc4a86159defd7b49,2024-05-18 05:15:13.784000,COMPLETE,,4.44440861
65422b4376eca07a3937656a,2024-05-18 14:16:48.856000,COMPLETE,,5.65758993
1fd09d86e51dc5e072963a49,2024-05-18 16:24:29.851000,COMPLETE,,2.50458297
7dce42275fe4cc798f303ada,2024-05-20 00:00:38.575000,COMPLETE,,5.55861273
c10d26c2bda3e423ecb846cc,2024-05-20 14:33:06.066000,COMPLETE,,5.27861733
0360e5fbf86ab406a92413a2,2024-05-21 12:46:35.705000,COMPLETE,,38.63270329
446a2d54bc3ef114e2d983a5,2024-05-21 16:19:21.367000,COMPLETE,,30.43440904
3844fd47802b39ab4f18b514,2024-05-22 00:21:00.625000,COMPLETE,,5.64204439
87b4309fe3991d940595509d,2024-05-22 00:26:41.408000,COMPLETE,,5.46668686
8045faeefb668edd459e73f8,2024-05-22 15:22:07.667000,COMPLETE,,5.56783908
61cb4c41c465d3fe7f7c2ad1,2024-05-23 05:09:41.832000,COMPLETE,,5.54610443
cde655512a5e1a1d2f71a481,2024-05-23 05:52:06.100000,COMPLETE,,2.48794126
0cc67cbaf8269c2ca17586dc,2024-05-23 08:59:33.155000,COMPLETE,,5.6114278
fe0e960a19d1dfc3338802db,2024-05-24 16:57:32.765000,COMPLETE,,3.66958074
8d3b14470d106d3f10bbcd17,2024-05-24 18:59:46.668000,COMPLETE,,2.48096092
d5e2dd73b18bef6e22902b61,2024-05-24 22:39:42.964000,COMPLETE,,5.57239534
6a7366bfe2c0502ad46dd207,2024-05-26 23:38:48.781000,COMPLETE,,2.48534323
67914cd2425f6d40c7d0af26,2024-05-28 00:45:28.344000,COMPLETE,,5.55819377
7e69e9e72f3edba2dba5953a,2024-05-28 09:31:24.477000,COMPLETE,,5.66217751
0bb123385c21f6dede363238,2024-05-28 16:14:50.147000,COMPLETE,,5.57005454
e03a4fb68479110fa73532a4,2024-05-29 03:23:17.662000,COMPLETE,,13.76973022
8961eb987f668aae342d34a4,2024-05-29 13:30:57.339000,COMPLETE,,3.70223627
780807fa655ee699a5c081df,2024-05-29 13:46:30.311000,COMPLETE,,2.49173754
d2a0f14c6f0cb70ab6265cd0,2024-05-29 15:50:29.929000,COMPLETE,,5.12313494
9778f7cd8d901a44c90fc3dc,2024-05-29 18:38:07.876000,COMPLETE,,5.21891385
931b37cee3ee1a31979edd17,2024-05-29 18:38:07.876000,COMPLETE,,2.48457598
c357763f0b995e07fbb35aaf,2024-05-29 19:13:03.780000,COMPLETE,,5.12386811
42685cb2b638f075a06ec8d9,2024-05-29 19:29:40.225000,COMPLETE,,5.58541989
7b00aa86d71a33857187399a,2024-05-29 20:04:07.241000,COMPLETE,,5.67336414
3b4ca648f0e92c94354518e5,2024-05-29 23:42:46.611000,COMPLETE,,5.04283739
e82ade834693cc713adbdaaa,2024-05-30 00:34:58.792000,COMPLETE,,5.17740962
f999ea0a19e3f36fc2c04cbe,2024-05-30 08:37:31.230000,COMPLETE,,5.46292818
c8e95ab4a41d5a2b2fd14034,2024-05-18 23:50:18.738000,COMPLETE,,24.31001114
208b7f2918f98ed1505e1c47,2024-05-19 01:48:06.176000,COMPLETE,,69.71033785
f0f6b08b4c3b052695afa50f,2024-05-19 14:57:02.733000,COMPLETE,,8.7221893
ac0ec90f2672f841fa48ba3c,2024-05-20 03:27:58.773000,COMPLETE,,5.61683977
43162ca80379e22f26e076ba,2024-05-20 15:34:37.334000,COMPLETE,,5.61286648
074bb10a095c9951c7ae1ee9,2024-05-21 10:13:18.696000,COMPLETE,,2.49892665
95b01b25c9383575d645d28f,2024-05-21 22:24:12.223000,COMPLETE,,6.87053057
ac09305a04fe67bd8a23a2bc,2024-05-22 01:53:44.692000,COMPLETE,,40.86940777
9df18df6409f1d662a61acfa,2024-05-22 02:20:17.947000,COMPLETE,,5.55228621
d21795afef8aef7483568b80,2024-05-22 07:54:37.715000,COMPLETE,,2.49855833
d6dc0b55a7e078157059f633,2024-05-22 08:32:07.711000,COMPLETE,,2.49856381
2064fe1f0d3ecebdd6480515,2024-05-22 17:21:42.421000,COMPLETE,,5.62654633
7c244f23b30cdbaeb49b1b21,2024-05-22 20:09:07.424000,COMPLETE,,5.62158604
c346bddd21a49083a0db36b5,2024-05-22 23:30:56.040000,COMPLETE,,5.61426009
644621f80acef729d7b86440,2024-05-22 23:55:25.036000,COMPLETE,,5.62534745
747726c5affe694c9f17c1b5,2024-05-23 08:55:57.733000,COMPLETE,,5.61234177
4bdb9a5d1b0367811f16224b,2024-05-23 16:03:26.040000,COMPLETE,,39.50902097
0ed1e00bf1fbbb36510254c4,2024-05-23 19:35:13.194000,COMPLETE,,17.22619962
ece49b4f98bc4a6734d0f055,2024-05-24 00:58:08.721000,COMPLETE,,5.61577785
23fe44f7362d8f63c80eb205,2024-05-24 18:44:13.711000,COMPLETE,,3.66958074
561f00848d4297b5381a1675,2024-05-25 21:28:24.024000,COMPLETE,,14.32855882
647515f7cf9ad2713cef5522,2024-05-27 19:28:42.791000,COMPLETE,,30.37639006
51f80582672fe306d3c06362,2024-05-29 12:44:46.825000,COMPLETE,,5.5893822
36d33913e65afbd7db34ec25,2024-05-29 12:45:11.468000,COMPLETE,,4.57296878
db78c0d8c94ed2fbe392ecf8,2024-05-29 20:05:18.954000,COMPLETE,,5.22602581
d71a3fb38341f5dcb3c4fed8,2024-05-30 00:13:57.202000,COMPLETE,,13.8102745
263bdcab69793ae656e6c4de,2024-05-30 02:45:50.228000,COMPLETE,,5.54117865
18b47f34d22bbf2d760fe5fc,2024-05-30 03:45:54.746000,COMPLETE,,9.05967801
4594e324e1f3f31b97051c6c,2024-05-30 07:53:43.525000,COMPLETE,,4.96695851
baed0fccceae3415bd7c5ea0,2024-05-30 08:07:03.413000,COMPLETE,,5.22185014
81df07991a1ff7156ed81ca1,2024-05-30 13:21:00.479000,COMPLETE,,5.563305
75925ece069252766a15fa01,2024-05-30 14:47:38.964000,COMPLETE,,5.55927813
3e09029b5e0ef340851b44cf,2024-05-30 17:07:06.283000,COMPLETE,,5.52196472
8978d610eaa4911e9a37819c,2024-05-30 18:15:22.463000,COMPLETE,,30.31386048
bd6f5bcd7335618bd15f0afb,2024-05-16 01:36:01.280000,COMPLETE,,12.30052214
19c40252a215a5135d096f48,2024-05-18 08:36:41.871000,COMPLETE,,1.95229831
cb1e7f306dc0c3ee9a92bd87,2024-05-18 16:30:24.966000,COMPLETE,,49.98136717
cf4d349bcb6d9fb8f8b33f02,2024-05-19 00:30:55.832000,COMPLETE,,11.48568204
2de02f61f73518f0f5d9a1f4,2024-05-19 04:46:38.468000,COMPLETE,,5.62976726
3a0c89e23cf984d0e6d2a860,2024-05-19 05:48:11.478000,COMPLETE,,3.35260755
7d10d84db5f6b8b6b610ef38,2024-05-19 13:18:01.500000,COMPLETE,,5.30007822
f840e135cbe23a423ccbc646,2024-05-19 17:21:11.072000,COMPLETE,,5.27162526
c55af6f0dbf6c847bd23d9d1,2024-05-20 04:32:19.833000,COMPLETE,,5.27502536
6f90ea48e076a7162f875446,2024-05-20 10:17:22.287000,COMPLETE,,5.27200461
50eb0cb8c99bb5f8231d8985,2024-05-20 18:25:17.666000,COMPLETE,,5.59649837
8bad22af62e443a7dd986352,2024-05-21 00:24:34.831000,COMPLETE,,6.92896719
3530007d95598996d3951853,2024-05-21 10:39:54.591000,COMPLETE,,22.32055141
eb96556abf89cfcda6e96dac,2024-05-21 11:52:28.152000,COMPLETE,,14.23622844
7fb45b3036a3307a693f93f4,2024-05-21 20:35:04.611000,COMPLETE,,5.64500796
575278f4291ce04a7c9f6796,2024-05-22 10:48:27.231000,COMPLETE,,2.49774508
7ea1c5635b3cc54a61d69c76,2024-05-23 02:11:03.267000,COMPLETE,,5.62533298
b58641476d7de0d3d855125e,2024-05-23 15:29:54.816000,COMPLETE,,5.61516067
b259043728b85b993d5ac5ab,2024-05-24 02:42:11.942000,COMPLETE,,5.61577785
30ad007862bbcc5e8a6b6a61,2024-05-24 10:15:45.191000,COMPLETE,,23.41754691
6217ba8154786729a3397980,2024-05-24 17:15:52.007000,COMPLETE,,3.66958074
c710d70d9a26eae2d321bd67,2024-05-27 03:18:12.624000,COMPLETE,,2.45582181
bf4ed911a8d0d719b93c7bb2,2024-05-28 01:07:08.228000,COMPLETE,,5.64245224
f8e71f11ca2b88bca5adb088,2024-05-28 16:39:22.883000,COMPLETE,,5.47861898
4b1cd7ae75e607eb83e82cb5,2024-05-28 21:24:46.538000,COMPLETE,,14.80033469
3232518ae4f3e52cb50ced15,2024-05-29 06:06:29.391000,COMPLETE,,28.91697015
5733473e168e8b4d42f948ad,2024-05-29 12:24:47.757000,COMPLETE,,3.70465124
5c58880543e9ff5f5fcbfdad,2024-05-29 12:45:22.339000,COMPLETE,,5.64390807
5ad5e4a4399f2ead1d50fcc3,2024-05-29 15:26:35.848000,COMPLETE,,5.12313494
e997da1101b06e219d5bedd5,2024-05-30 14:31:31.945000,COMPLETE,,9.16953694
a1547fa52b1913a84a88fcb7,2024-05-30 19:44:40.759000,COMPLETE,,5.66628237
02fe84cea15b50db433e938b,2024-05-30 21:49:22.326000,COMPLETE,,5.83759694
3a34c57161a018515e68e9fa,2024-05-30 22:49:41.542000,COMPLETE,,5.5570622
51ca005e4aec18da513f05f1,2024-05-01 17:26:45.657000,COMPLETE,,11.29358287
2f1dac4800894b00c2e3c96f,2024-05-08 02:31:52.206000,COMPLETE,,71.63626963
b75bdf87daf277242fdff881,2024-05-18 21:57:10.731000,COMPLETE,,29.68613734
e4440a64ec1fb48ac81bbf02,2024-05-19 21:12:55.195000,COMPLETE,,5.27350942
aec7ab7d5bb77314bd9bcd8b,2024-05-20 01:12:17.938000,COMPLETE,,5.48878256
2dec50f99949977b65eae357,2024-05-20 02:28:57.019000,COMPLETE,,5.08548788
def001f261eb023c8d575e32,2024-05-20 03:05:12.170000,COMPLETE,,46.51222117
43aac9753c25ab386d18cbeb,2024-05-20 20:39:23.331000,COMPLETE,,5.59137189
75c41d4ca1349757849f2bd8,2024-05-21 00:56:08.115000,COMPLETE,,13.64191529
0a77cf21b80f6491ba03dc87,2024-05-21 17:53:53.306000,COMPLETE,,5.65451424
c7e64eb6492a673daac13e14,2024-05-22 00:29:23.668000,COMPLETE,,24.31602616
96c73a9ddd7068858e95bddb,2024-05-22 18:03:10.389000,COMPLETE,,2.49184896
ae340cd8dad602c16b5ac6b4,2024-05-22 18:21:31.306000,COMPLETE,,40.87531185
c8092c7335a346c87ac138db,2024-05-23 03:12:55.144000,COMPLETE,,5.62533298
1c7eb388f76baf77c2ac27f8,2024-05-23 18:27:31.414000,COMPLETE,,30.4068335
9685f267ee005d3217d397d2,2024-05-23 23:52:14.420000,COMPLETE,,5.61067052
98ca5feece4019fd01c78943,2024-05-24 20:19:26.465000,COMPLETE,,22.98580857
16b641288d8b26e2462eebd8,2024-05-25 03:55:36.269000,COMPLETE,,13.76170384
5b6937f1c90554b5553c59fb,2024-05-26 03:14:43.190000,COMPLETE,,41.63303639
75fffe10b01e68d99b79bdba,2024-05-26 10:30:17.841000,COMPLETE,,23.80300161
5aa0a5e5d4d317ed493ee550,2024-05-26 10:43:40.214000,COMPLETE,,51.47003548
849045936af9da3aed2d00d7,2024-05-27 06:12:58.633000,COMPLETE,,24.27673047
a6dd74c2199dc679cfbc0cc2,2024-05-27 09:15:10.644000,COMPLETE,,2.48316835
3d5fcdd482bc722ee04a97ad,2024-05-27 12:46:38.405000,COMPLETE,,5.21369332
6c285d83281bd4ba7858dab1,2024-05-27 17:26:55.832000,COMPLETE,,2.48534659
3f857f90224e3ddfd40618dd,2024-05-27 19:28:15.807000,COMPLETE,,5.20528042
f117c4385bc0b4d9414ec72a,2024-05-28 01:38:51.476000,COMPLETE,,3.36238681
bdc54393aa63cf9c77acc7c7,2024-05-28 03:03:43.810000,COMPLETE,,5.64973304
e7403ce6b1af93cd9f5808d9,2024-05-28 15:39:36.462000,COMPLETE,,48.26009714
bceb531134e78456f09a9f0c,2024-05-28 19:49:25.746000,COMPLETE,,5.62923904
d4c80660a25e7abf74c75284,2024-05-29 18:59:11.570000,COMPLETE,,13.72112909
444573f34eac1dcd3fc20c6c,2024-05-29 22:49:02.166000,COMPLETE,,3.3437236
d681b355b1d4dd16693cd84a,2024-05-30 09:48:48.147000,COMPLETE,,5.56179834
bd7dfe7b243b97039e90971c,2024-05-30 11:03:48.214000,COMPLETE,,5.55865201
ab42a0eae54fe4de03560645,2024-05-30 21:38:53.056000,COMPLETE,,5.17801495
dbecbd60449051142faa5e9a,2024-05-13 16:50:22.901000,COMPLETE,,17.19466752
08c24928092c30112715bd9d,2024-05-18 02:29:39.261000,COMPLETE,,9.85756356
5f8afa83661dd85233e81f4e,2024-05-18 12:34:21.111000,COMPLETE,,23.11524385
f93178cb03ca0e774de6941e,2024-05-18 21:10:17.863000,COMPLETE,,6.92609627
4966c33de9212b53692fb91f,2024-05-19 20:23:46.302000,COMPLETE,,40.99946442
9c8395fe8484f59752517bd4,2024-05-19 20:51:39.718000,COMPLETE,,5.27356498
945ef0ba2a5efb551afed8db,2024-05-19 21:10:14.185000,COMPLETE,,2.50622856
16287fbddb1ec952bdf4d18e,2024-05-20 04:16:31.812000,COMPLETE,,41.73445879
6f6067f519fe83e101e54ce0,2024-05-20 14:22:41.444000,COMPLETE,,5.27230467
a65f745ba85077f652ecbd88,2024-05-20 18:33:54.132000,COMPLETE,,24.21885476
1b23c948cd5c1dab55c3a942,2024-05-21 02:39:09.599000,COMPLETE,,13.80806129
bfb34561aec2329629f0388f,2024-05-21 17:30:45.415000,COMPLETE,,6.87893592
e1f8ee900f7bb252ad7ddf70,2024-05-21 20:38:47.980000,COMPLETE,,5.57964805
9cb1efa4e8d62c2b71bddbcd,2024-05-21 22:28:01.477000,COMPLETE,,2.49830862
c643802529759322b46992e2,2024-05-22 08:47:38.800000,COMPLETE,,2.49832894
3e6715c6fffb014b0154db0e,2024-05-22 12:31:09.730000,COMPLETE,,5.64794123
139b2e90be1a5c72d32b027b,2024-05-22 17:00:27.944000,COMPLETE,,5.64201916
2107dcc36645c44358201f79,2024-05-22 20:41:00.182000,COMPLETE,,6.47210308
355f78a8e839df1cd022d08c,2024-05-23 03:39:02.828000,COMPLETE,,5.98474679
7501c987a23a36596eb8e55a,2024-05-23 04:30:58.690000,COMPLETE,,8.72953259
da85db0ccab23a800e700339,2024-05-23 05:27:20.694000,COMPLETE,,5.61424498
2789e90424ea1deec0e0e9f0,2024-05-23 14:49:04.847000,COMPLETE,,5.61516067
75ce91b4e8351929f5a18b8d,2024-05-23 16:37:10.976000,COMPLETE,,5.61067052
b431afa213dc0793dbd87fd2,2024-05-23 21:16:45.656000,COMPLETE,,5.61516067
35b6fce403ee5942424352ac,2024-05-23 22:06:13.858000,COMPLETE,,2.48096491
e201e1386b4de304bb7edad5,2024-05-24 15:33:20.444000,COMPLETE,,6.46409031
d0ed20e7630a3d422dae036c,2024-05-24 17:12:52.638000,COMPLETE,,3.66958074
b8bf7fde680c076e40795a0e,2024-05-25 16:15:37.991000,COMPLETE,,5.43883573
708bf54280882c27a04cb408,2024-05-26 16:00:04.710000,COMPLETE,,5.23620181
0af76ee1866a6be5efcd534c,2024-05-26 22:14:16.979000,COMPLETE,,5.58663107
ed6de3ac125ee0239e19a450,2024-05-28 05:01:01.662000,COMPLETE,,5.54600987
33d1f77fa5095e222552fc45,2024-05-28 05:45:26.203000,COMPLETE,,4.8738989
910c4f90c706e247bdb0d43d,2024-05-28 08:07:12.391000,COMPLETE,,5.64715133
5b07ff2d4f5f11d712c695f8,2024-05-28 13:46:40.003000,COMPLETE,,5.64964099
579320e63e989ce0da1baca5,2024-05-28 19:53:54.845000,COMPLETE,,5.4326189
edf4873da3ae3b09080dbf8f,2024-05-29 01:01:08.398000,COMPLETE,,5.23449591
8685038802293d519be7bf2a,2024-05-29 02:36:48.428000,COMPLETE,,13.778759
639e032c32ad950ce6ed7638,2024-05-29 05:41:51.346000,COMPLETE,,5.58036823
60d8ed6b73aaec9fd4c77c52,2024-05-29 12:47:37.239000,COMPLETE,,2.49237336
e7b310aca102bcab21dc2577,2024-05-29 14:15:29.648000,COMPLETE,,3.7005813
7bc35e18d332620c27201bd9,2024-05-29 15:01:22.400000,COMPLETE,,5.12313494
bdc75f611968274ac8d8983a,2024-05-29 17:24:36.926000,COMPLETE,,4.26794458
7f701942f3054dd6ec92daf2,2024-05-29 19:12:42.754000,COMPLETE,,5.56196262
57870bc2dad2de58604326a9,2024-05-30 06:44:33.559000,COMPLETE,,5.56222905
17ae9e8b323a17206c65262a,2024-05-30 07:04:19.265000,COMPLETE,,5.17661884
0ff0090d85c6828f119a6b29,2024-05-30 09:22:37.885000,COMPLETE,,5.17661884
fe1bb1da6fd8fe8edf1d8d16,2024-05-30 10:43:58.918000,COMPLETE,,17.15772904
